"project","path","type","name","status","for_packages","tag","extension","size","md5","sha1","sha256","sha512","mime_type","file_type","programming_language","is_binary","is_text","is_archive","is_media","is_legal","is_manifest","is_readme","is_top_level","is_key_file","detected_license_expression","detected_license_expression_spdx","license_detections","license_clues","percentage_of_license_text","compliance_alert","copyrights","holders","authors","package_data","emails","urls","extra_data","xlsx_errors"
"nokogiri-v1.17.2 250113_182057","to/data.tar.gz-extract/ports/archives/libxml2-2.13.5.tar.xz-extract/libxml2-2.13.5/result/noent/ent4.sax2","file","ent4.sax2","requires-review",,"to",".sax2","457","ffc0d35437315b7215b7e18df7545367","61d72c9784aa0817319e420af4c777e1b5fcd865","b5459638044b96dcb6375a07f30f5487092cf0aa5d3575d543825735e2f23a40",,"text/plain","ASCII text",,,"True",,,,,,,,,,,,,,,,,,,,,
"nokogiri-v1.17.2 250113_182057","to/data.tar.gz-extract/ports/archives/libxml2-2.13.5.tar.xz-extract/libxml2-2.13.5/result/noent/ent5","file","ent5","requires-review",,"to",,"114","58e80042a59ec566b7b4b113973f886c","dd5141faf594242709c806a4d6363f29c4027b06","f9b97309b06c18c1c83339729ed5f170c724a26e71774c093bfbbfc8a4354ecb",,"text/xml","XML 1.0 document, ASCII text","Java Server Page",,"True",,,,,,,,,,,,,,,,,,,,,
"nokogiri-v1.17.2 250113_182057","to/data.tar.gz-extract/ports/archives/libxml2-2.13.5.tar.xz-extract/libxml2-2.13.5/result/noent/ent5.sax2","file","ent5.sax2","requires-review",,"to",".sax2","308","59192ca5ea1f47416881a9f2dc56b952","0fe9988a1e9f679e8ca312dacd0e27fd54984a7e","812680f13ed74f6ccd4dd536041e859ef9d15f523268d4f4f9553894b7842eab",,"text/plain","UTF-8 Unicode text",,,"True",,,,,,,,,,,,,,,,,,,,,
"nokogiri-v1.17.2 250113_182057","to/data.tar.gz-extract/ports/archives/libxml2-2.13.5.tar.xz-extract/libxml2-2.13.5/result/noent/ent6","file","ent6","requires-review",,"to",,"166","8cdd4ada87a873999639db3079eb601e","40e3fc7f73e2bdec0db460e746b73d7be9a96915","70b7a445cbae887ef92694b64ae0df82c3e8da9d96c69ba6f17fb15f0234ea72",,"text/xml","XML 1.0 document, ASCII text","Java Server Page",,"True",,,,,,,,,,,,,,,,,,,,,
"nokogiri-v1.17.2 250113_182057","to/data.tar.gz-extract/ports/archives/libxml2-2.13.5.tar.xz-extract/libxml2-2.13.5/result/noent/ent6hex","file","ent6hex","requires-review",,"to",,"188","5112c2ffe08d0055d61372567cbdd166","fd418332aa35fa2a1b112c77073fd2b1aa83a746","fd3feba5df8ab785d1f6037773ec4457f79379d86095fa6b199f9fea580e6736",,"text/xml","XML 1.0 document, ASCII text","Java Server Page",,"True",,,,,,,,,,,,,,,,,,,,,
"nokogiri-v1.17.2 250113_182057","to/data.tar.gz-extract/ports/archives/libxml2-2.13.5.tar.xz-extract/libxml2-2.13.5/result/noent/ent6hex.sax2","file","ent6hex.sax2","requires-review",,"to",".sax2","528","349fa9663815d84b886d279260fd3048","15b1f45995e2705856f9cf2daf364f35c33c9933","c74f3b48b366b7761d469dc165a3e5ede1e1cce7dc1c7684e0421749119dddb8",,"text/plain","ASCII text",,,"True",,,,,,,,,,,,,,,,,,,,,
"nokogiri-v1.17.2 250113_182057","to/data.tar.gz-extract/ports/archives/libxml2-2.13.5.tar.xz-extract/libxml2-2.13.5/result/noent/ent6.sax2","file","ent6.sax2","requires-review",,"to",".sax2","511","b0e7e387f7af6165074001ea6bf23c66","118d1348a669f340c72642edb807d267ce4919c9","11114384a39208b5f48ee4e6b72c7a1779d084e36a6c507d0d9df3ea588a8f67",,"text/plain","ASCII text",,,"True",,,,,,,,,,,,,,,,,,,,,
"nokogiri-v1.17.2 250113_182057","to/data.tar.gz-extract/ports/archives/libxml2-2.13.5.tar.xz-extract/libxml2-2.13.5/result/noent/ent7","file","ent7","requires-review",,"to",,"241","a997311fba72183d3dbfcbe98f10d1b1","1e16084844c0bcd7d06a3c2a70df51d05233e49c","82c71dfbfb72206feb87b6ccad7a057b9b9e1d2832b34fb85e067821e59448c8",,"text/xml","XML 1.0 document, ASCII text","Java Server Page",,"True",,,,,,,,,,,,,,,,,,,,,
"nokogiri-v1.17.2 250113_182057","to/data.tar.gz-extract/ports/archives/libxml2-2.13.5.tar.xz-extract/libxml2-2.13.5/result/noent/ent_738805.xml","file","ent_738805.xml","requires-review",,"to",".xml","361","a3fc983d977c3540c8d8c8fab49e431b","88026b117540755b461d61e57fb89bdc8ce577b5","0be5fc929ee7a2c653f112b043663a42c4e52401963bc8d12f496c627719f0ed",,"text/xml","XML 1.0 document, ASCII text",,,"True",,,,,,,,,,,,,,,,,,,,,
"nokogiri-v1.17.2 250113_182057","to/data.tar.gz-extract/ports/archives/libxml2-2.13.5.tar.xz-extract/libxml2-2.13.5/result/noent/ent_738805.xml.sax2","file","ent_738805.xml.sax2","requires-review",,"to",".sax2","1254","ce5cb2caa8b17ce20e774bc4f5a778f9","5e085358e9a662c0fc063ae8e83d6f3685ea72e0","aad29c75d0756aed7ee046c95d4c369f038e8a44c022dc5ba49e1d1a2b4a46ff",,"text/plain","ASCII text",,,"True",,,,,,,,,,,,,,,,,,,,,
"nokogiri-v1.17.2 250113_182057","to/data.tar.gz-extract/ports/archives/libxml2-2.13.5.tar.xz-extract/libxml2-2.13.5/result/noent/ent7.sax2","file","ent7.sax2","requires-review",,"to",".sax2","691","61009762cff6f61805f0e6c0338a7159","d39491941e6460fbe66d1246e272481c41b8f88a","71327e0e0e33b85c95cd9b09fd53c48facdf58537718b34054de78d776561a7e",,"text/plain","ASCII text",,,"True",,,,,,,,,,,,,,,,,,,,,
"nokogiri-v1.17.2 250113_182057","to/data.tar.gz-extract/ports/archives/libxml2-2.13.5.tar.xz-extract/libxml2-2.13.5/result/noent/ent8","file","ent8","requires-review",,"to",,"211","3f1d17e1d4eacff193a3077e9208c233","1631fd3e03cf2ccf036f11ef418520aa415131f2","9dc216d5b2d8676a8633d1caca68b53c3e556359510b9003ff6c71511db1c29e",,"text/xml","XML 1.0 document, ASCII text","Java Server Page",,"True",,,,,,,,,,,,,,,,,,,,,
"nokogiri-v1.17.2 250113_182057","to/data.tar.gz-extract/ports/archives/libxml2-2.13.5.tar.xz-extract/libxml2-2.13.5/result/noent/ent8.sax2","file","ent8.sax2","requires-review",,"to",".sax2","918","958c30fabd1d69d91a40c649f37d0cac","a2a5c8556fc5317fcd63b66f4245efb61e32abd8","e49e5ab266edc5addf26bb6aa563c981d7056c57c81a89302d264e597e72916f",,"text/plain","UTF-8 Unicode text",,,"True",,,,,,,,,,,,,,,,,,,,,
"nokogiri-v1.17.2 250113_182057","to/data.tar.gz-extract/ports/archives/libxml2-2.13.5.tar.xz-extract/libxml2-2.13.5/result/noent/ent9","file","ent9","requires-review",,"to",,"3393","827b3b8b460b2238e6a3887b929bf605","caa5b6a698047a9f20f4df55b750760fb1fcf808","1064b1bee154e80e0bca998e056cf00a382154180b3ce59ace49d319c6c9a599",,"text/xml","XML 1.0 document, ASCII text","Java Server Page",,"True",,,,,,,,,,,,,,,,,,,,,
"nokogiri-v1.17.2 250113_182057","to/data.tar.gz-extract/ports/archives/libxml2-2.13.5.tar.xz-extract/libxml2-2.13.5/result/noent/ent9.sax2","file","ent9.sax2","requires-review",,"to",".sax2","9226","7f2c9d22f8b6459484bca5127bd77b0e","b004b3679aa04536e551362399095d027d194028","3a10cb1a5ae1782eabeefd563cf1ae1011f60e2a8468af408f7c33e21190713a",,"text/plain","ASCII text",,,"True",,,,,,,,,,,,,,,,,,,,,
"nokogiri-v1.17.2 250113_182057","to/data.tar.gz-extract/ports/archives/libxml2-2.13.5.tar.xz-extract/libxml2-2.13.5/result/noent/entity-in-ns-uri.xml","file","entity-in-ns-uri.xml","requires-review",,"to",".xml","151","afe3dc3579286cec1fcb9fd58419c412","3ff5e228e323363f644b6ee0895141eb92589670","3cf95d884b1165eec1e4a2fcc04661a2378dd2dcd3c6176dcf8897c0d393bfb2",,"text/xml","XML 1.0 document, ASCII text",,,"True",,,,,,,,,,,,,,,,,,,,,
"nokogiri-v1.17.2 250113_182057","to/data.tar.gz-extract/ports/archives/libxml2-2.13.5.tar.xz-extract/libxml2-2.13.5/result/noent/entity-in-ns-uri.xml.sax2","file","entity-in-ns-uri.xml.sax2","requires-review",,"to",".sax2","581","7eb22a7edc91ffe1005d332f2fe2cc84","d105e92a0448c7f81a650d8b18ffce80979fa755","974889125f4a848d913d962b7157e24cdd758ab3ed5f58c86c0c5aa0ba1dab43",,"text/plain","ASCII text",,,"True",,,,,,,,,,,,,,,,,,,,,
"nokogiri-v1.17.2 250113_182057","to/data.tar.gz-extract/ports/archives/libxml2-2.13.5.tar.xz-extract/libxml2-2.13.5/result/noent/eve.xml","file","eve.xml","requires-review",,"to",".xml","150","00193fb88e5f8f052a9a1b6adbf9b57a","00a0de83894cd12a3e367557c02353f62528ea59","dce6660f4173a0d2f54d815de983add7b2fc7338245923e019f5284d1ee362ba",,"text/xml","XML 1.0 document, ASCII text",,,"True",,,,,,,,,,,,,,,,,,,,,
"nokogiri-v1.17.2 250113_182057","to/data.tar.gz-extract/ports/archives/libxml2-2.13.5.tar.xz-extract/libxml2-2.13.5/result/noent/eve.xml.sax2","file","eve.xml.sax2","requires-review",,"to",".sax2","364","ff43b88c10e3b23f7fef2cfc5a465227","40f2336b4fd9bf96adaab67ae69ecf3f8e387c41","58d97546640bcfa4a13e6699c118084d5f453d37debace2862f08c3953c50325",,"text/plain","ASCII text",,,"True",,,,,,,,,,,,,,,,,,,,,
"nokogiri-v1.17.2 250113_182057","to/data.tar.gz-extract/ports/archives/libxml2-2.13.5.tar.xz-extract/libxml2-2.13.5/result/noent/icu_parse_test.xml","file","icu_parse_test.xml","requires-review",,"to",".xml","233","6a01edd1c29e294461414c5efa325b82","1c967d0cbfb53d1c1184b8d27f2c0b1f9cb4326c","68c508dac9d5458497208bf3df7106294bfd69c2d177f2f906816672436be4bb",,"text/xml","XML 1.0 document, Non-ISO extended-ASCII text",,,"True",,,,,,,,,,,,,,,,,,,,,
"nokogiri-v1.17.2 250113_182057","to/data.tar.gz-extract/ports/archives/libxml2-2.13.5.tar.xz-extract/libxml2-2.13.5/result/noent/icu_parse_test.xml.sax2","file","icu_parse_test.xml.sax2","requires-review",,"to",".sax2","226","ee3d1f6da0a2ca62db1d57aa636a17dc","63b87d6d3a580dc5ea11005e4125c29174f41c6c","280d2c6fe234fdab2a74eed0dac6247d41e7c4d141a158e71969c4623ab9db50",,"text/plain","UTF-8 Unicode text",,,"True",,,,,,,,,,,,,,,,,,,,,
"nokogiri-v1.17.2 250113_182057","to/data.tar.gz-extract/ports/archives/libxml2-2.13.5.tar.xz-extract/libxml2-2.13.5/result/noent/intsubset2.xml","file","intsubset2.xml","requires-review",,"to",".xml","11454","9e7b47d02b8be66c82855ea2a39e4a16","71c1c645ee884a01bdbc0549809a46f1720c089e","a243b10390a9a6d3316a08c1c520f27051756602931965a1cea1a8780fb9edba",,"text/xml","XML 1.0 document, ASCII text",,,"True",,,,,,,,"cc-by-sa-4.0 AND proprietary-license","CC-BY-SA-4.0 AND LicenseRef-scancode-proprietary-license","{'matches': [{'score': 100.0, 'matcher': '2-aho', 'end_line': 4, 'rule_url': 'https://github.com/nexB/scancode-toolkit/tree/develop/src/licensedcode/data/rules/cc-by-sa-4.0_61.RULE', 'from_file': None, 'start_line': 4, 'matched_text': 'Released under Creative Commons Attribution-ShareAlike Licence (V4.0)', 'match_coverage': 100.0, 'matched_length': 4, 'rule_relevance': 100, 'rule_identifier': 'cc-by-sa-4.0_61.RULE', 'license_expression': 'cc-by-sa-4.0', 'license_expression_spdx': 'CC-BY-SA-4.0'}], 'identifier': 'cc_by_sa_4_0-353abdd5-23e4-85bc-51ce-d4de3ddae22a', 'license_expression': 'cc-by-sa-4.0', 'license_expression_spdx': 'CC-BY-SA-4.0'}
{'matches': [{'score': 100.0, 'matcher': '2-aho', 'end_line': 190, 'rule_url': 'https://github.com/nexB/scancode-toolkit/tree/develop/src/licensedcode/data/rules/proprietary-license_785.RULE', 'from_file': None, 'start_line': 189, 'matched_text': '\t  \tfor  a description of the code and restrictions on  the \n\t  \tcommercial  use  of this data. [P]', 'match_coverage': 100.0, 'matched_length': 8, 'rule_relevance': 100, 'rule_identifier': 'proprietary-license_785.RULE', 'license_expression': 'proprietary-license', 'license_expression_spdx': 'LicenseRef-scancode-proprietary-license'}], 'identifier': 'proprietary_license-0dadb4f4-205e-5ca8-0b9a-b397bc42d1e3', 'license_expression': 'proprietary-license', 'license_expression_spdx': 'LicenseRef-scancode-proprietary-license'}",,"0.7","warning","Copyright (c) Electronic Dictionary Research and Development Group","Electronic Dictionary Research and Development Group",,,,"http://nihongo.monash.edu/kanjidic2/index.html
http://www.edrdg.org/edrdg/licence.html",,
"nokogiri-v1.17.2 250113_182057","to/data.tar.gz-extract/ports/archives/libxml2-2.13.5.tar.xz-extract/libxml2-2.13.5/result/noent/intsubset2.xml.sax2","file","intsubset2.xml.sax2","requires-review",,"to",".sax2","11846","bd4f37294da2a41ad022ec5c51e7c04f","3305da3cfdc93efad8e6821b9b68b75a19dac440","92eefb73d7f167dc8c19ed6ed412625a0e490d150b9b2786e3e962f1c52d677c",,"text/plain","ASCII text",,,"True",,,,,,,,"cc-by-sa-4.0 AND proprietary-license","CC-BY-SA-4.0 AND LicenseRef-scancode-proprietary-license","{'matches': [{'score': 100.0, 'matcher': '2-aho', 'end_line': 5, 'rule_url': 'https://github.com/nexB/scancode-toolkit/tree/develop/src/licensedcode/data/rules/cc-by-sa-4.0_61.RULE', 'from_file': None, 'start_line': 5, 'matched_text': 'Released under Creative Commons Attribution-ShareAlike Licence (V4.0)', 'match_coverage': 100.0, 'matched_length': 4, 'rule_relevance': 100, 'rule_identifier': 'cc-by-sa-4.0_61.RULE', 'license_expression': 'cc-by-sa-4.0', 'license_expression_spdx': 'CC-BY-SA-4.0'}], 'identifier': 'cc_by_sa_4_0-353abdd5-23e4-85bc-51ce-d4de3ddae22a', 'license_expression': 'cc-by-sa-4.0', 'license_expression_spdx': 'CC-BY-SA-4.0'}
{'matches': [{'score': 100.0, 'matcher': '2-aho', 'end_line': 215, 'rule_url': 'https://github.com/nexB/scancode-toolkit/tree/develop/src/licensedcode/data/rules/proprietary-license_785.RULE', 'from_file': None, 'start_line': 214, 'matched_text': '\t  \tfor  a description of the code and restrictions on  the \n\t  \tcommercial  use  of this data. [P]', 'match_coverage': 100.0, 'matched_length': 8, 'rule_relevance': 100, 'rule_identifier': 'proprietary-license_785.RULE', 'license_expression': 'proprietary-license', 'license_expression_spdx': 'LicenseRef-scancode-proprietary-license'}], 'identifier': 'proprietary_license-0dadb4f4-205e-5ca8-0b9a-b397bc42d1e3', 'license_expression': 'proprietary-license', 'license_expression_spdx': 'LicenseRef-scancode-proprietary-license'}",,"0.66","warning","Copyright (c) Electronic Dictionary Research and Development Group","Electronic Dictionary Research and Development Group",,,,"http://nihongo.monash.edu/kanjidic2/index.html
http://www.edrdg.org/edrdg/licence.html",,
"nokogiri-v1.17.2 250113_182057","to/data.tar.gz-extract/ports/archives/libxml2-2.13.5.tar.xz-extract/libxml2-2.13.5/result/noent/intsubset.xml","file","intsubset.xml","requires-review",,"to",".xml","100","0cc72ff23675a0a4935bb92424edc95c","8538e2ecff9c98eef8c45003241c49641136d0f2","9c8ccaf119d418ce8445d2d2483b880eeab6a1d8b906be1ca7b6d93c4f064d8f",,"text/xml","XML 1.0 document, ASCII text",,,"True",,,,,,,,,,,,,,,,,,,,,
"nokogiri-v1.17.2 250113_182057","to/data.tar.gz-extract/ports/archives/libxml2-2.13.5.tar.xz-extract/libxml2-2.13.5/result/noent/intsubset.xml.sax2","file","intsubset.xml.sax2","requires-review",,"to",".sax2","250","4d91d206808d0f784488e86f58299d19","f44c2ed954a11306f1755ed4e950aa52dad73fff","8a193b283b76af500c045b853245506309a71c4e45ade43a05f8d0c862b6e559",,"text/plain","ASCII text",,,"True",,,,,,,,,,,,,,,,,,,,,
"nokogiri-v1.17.2 250113_182057","to/data.tar.gz-extract/ports/archives/libxml2-2.13.5.tar.xz-extract/libxml2-2.13.5/result/noent/isolat1","file","isolat1","requires-review",,"to",,"60","875c019dd5c4b77618a8db12a8afb163","0a204a26abfc429052d195a53e54e59546cbea8e","64eac1c9ef84b6b992a89c476d03c1abfafb75d4eec62faec4398120f0ea5f5e",,"text/xml","XML 1.0 document, ISO-8859 text","Java Server Page",,"True",,,,,,,,,,,,,,,,,,,,,
"nokogiri-v1.17.2 250113_182057","to/data.tar.gz-extract/ports/archives/libxml2-2.13.5.tar.xz-extract/libxml2-2.13.5/result/noent/isolat1.sax2","file","isolat1.sax2","requires-review",,"to",".sax2","189","add69ea4bbc46303150ebd378e17547a","f2363addae073f8e1a0e5b36c2eb0976196703ef","99a9c9685e76cceb9b174bad9c9937692e3a142139f51f8312fd209fa9e769e4",,"text/plain","UTF-8 Unicode text",,,"True",,,,,,,,,,,,,,,,,,,,,
"nokogiri-v1.17.2 250113_182057","to/data.tar.gz-extract/ports/archives/libxml2-2.13.5.tar.xz-extract/libxml2-2.13.5/result/noent/isolat2","file","isolat2","requires-review",,"to",,"6091","df9750e427f6ae5a9c912ea4c50fdd28","fbddeb5bcd495bea003d6cb25fd30b7e3116db11","2502f1558065707bf603dd6c63b8e9d5d77b2896f9c621ef34aff6fad976a815",,"text/xml","XML 1.0 document, ISO-8859 text","Java Server Page",,"True",,,,,,,,,,,,,,,,,,,,,
"nokogiri-v1.17.2 250113_182057","to/data.tar.gz-extract/ports/archives/libxml2-2.13.5.tar.xz-extract/libxml2-2.13.5/result/noent/isolat2.sax2","file","isolat2.sax2","requires-review",,"to",".sax2","1233","cf7ca14a069503d4c4d6a1a0b852a708","fe786da644a14b0185a0b261bf74f913af997bb5","cc2a76164b8733bd9b68506f03cb5acaa7729560388e9c4990db921f1b0944c5",,"text/plain","UTF-8 Unicode text",,,"True",,,,,,,,,,,,,,,,,,,,,
"nokogiri-v1.17.2 250113_182057","to/data.tar.gz-extract/ports/archives/libxml2-2.13.5.tar.xz-extract/libxml2-2.13.5/result/noent/isolat3","file","isolat3","requires-review",,"to",,"380","c8095f0116979089319ff2d086ba334b","bfdd724c106035cf9ba1ffca2822c31a9c57e1c2","1b46cb33e4fefe3922b1045b5667cfa83debce481010f96b43f5722900362d8a",,"text/xml","XML 1.0 document, ISO-8859 text","Java Server Page",,"True",,,,,,,,,,,,,,,,,,,,,
"nokogiri-v1.17.2 250113_182057","to/data.tar.gz-extract/ports/archives/libxml2-2.13.5.tar.xz-extract/libxml2-2.13.5/result/noent/isolat3.sax2","file","isolat3.sax2","requires-review",,"to",".sax2","762","a2a4f2fdc200919a2f96df8ace5e79a8","b2cadfbec10777c3d3a97cd1b4f7b8d033130538","641ff9b9fc9e500b29722b80fa28d964f34a6007ff911dabed0ed382179c0084",,"text/plain","UTF-8 Unicode text",,,"True",,,,,,,,,,,,,,,,,,,,,
"nokogiri-v1.17.2 250113_182057","to/data.tar.gz-extract/ports/archives/libxml2-2.13.5.tar.xz-extract/libxml2-2.13.5/result/noent/issue626.xml","file","issue626.xml","requires-review",,"to",".xml","434","44846850c88b318648d80bab41ae7f18","9e809cf07d4a98ea28b3b6df66859003035efdcf","e5ce78feabd03beeb22357b271a4e743b266d1161fbf866718da2dbd7259d096",,"text/xml","XML 1.0 document, ASCII text",,,"True",,,,,,,,,,,,,,,,,,,,,
"nokogiri-v1.17.2 250113_182057","to/data.tar.gz-extract/ports/archives/libxml2-2.13.5.tar.xz-extract/libxml2-2.13.5/result/noent/issue626.xml.sax2","file","issue626.xml.sax2","requires-review",,"to",".sax2","813","e7808c798afe3b0c9e697e7d454472a6","48940d63ae6ebff27f96cdd706bcd8b03cdd526c","68da8a30b1b6838a788c1091ad2bce162416dceb1a63eeab9005c638f6c3048a",,"text/plain","ASCII text",,,"True",,,,,,,,,,,,,,,,,,,,,
"nokogiri-v1.17.2 250113_182057","to/data.tar.gz-extract/ports/archives/libxml2-2.13.5.tar.xz-extract/libxml2-2.13.5/result/noent/issue643.xml","file","issue643.xml","requires-review",,"to",".xml","224","5a7450fa63dc9151a2b0ae17f0f416ee","21026f259a0e7f9e6ce9bf403d093a0747e3eb10","9bfdaeaea753629fadba0f9191b62f044ad24310e8802c624cffefba25567da9",,"text/xml","XML 1.0 document, ASCII text",,,"True",,,,,,,,,,,,,,,,,,,,,
"nokogiri-v1.17.2 250113_182057","to/data.tar.gz-extract/ports/archives/libxml2-2.13.5.tar.xz-extract/libxml2-2.13.5/result/noent/issue643.xml.sax2","file","issue643.xml.sax2","requires-review",,"to",".sax2","521","fac65441078d7d144becceeb4bd2b05a","b90f64013bb406bb6d0d7ef862abdaa73696576d","45e68fb7e2038a5d545a81e076ac5ace1cfbb018251c2d57999401e0cc536c08",,"text/plain","ASCII text",,,"True",,,,,,,,,,,,,,,,,,,,,
"nokogiri-v1.17.2 250113_182057","to/data.tar.gz-extract/ports/archives/libxml2-2.13.5.tar.xz-extract/libxml2-2.13.5/result/noent/issue655.xml","file","issue655.xml","requires-review",,"to",".xml","97","ddd91d547250d7a29906f7736b7e151b","70e2956e0db8eaef88d63a06a89f48c5da49673d","008f2472f84d7088aabaf7cd14091f3b2b2aecb55095c6f7a435a0fcaec425f3",,"text/xml","XML 1.0 document, ASCII text",,,"True",,,,,,,,,,,,,,,,,,,,,
"nokogiri-v1.17.2 250113_182057","to/data.tar.gz-extract/ports/archives/libxml2-2.13.5.tar.xz-extract/libxml2-2.13.5/result/noent/issue655.xml.sax2","file","issue655.xml.sax2","requires-review",,"to",".sax2","317","8133c752fe29c7a1cd4331ef0b358289","488471ce3ef8dab7970efeaea687e22d197b6e54","ee8945268d2606fd03aeeb77e3b44c3e35cd03960dd0d80aeaa089583a17e312",,"text/plain","ASCII text",,,"True",,,,,,,,,,,,,,,,,,,,,
"nokogiri-v1.17.2 250113_182057","to/data.tar.gz-extract/ports/archives/libxml2-2.13.5.tar.xz-extract/libxml2-2.13.5/result/noent/japancrlf.xml","file","japancrlf.xml","requires-review",,"to",".xml","261","c3c902fed2d2a1ba55b6548c253f2b27","d2b732fe4f389d16f1f9b929a3bd908e11acf669","5f5c2e7fb97cbfa7c7b79cafa481b184222c6e4d18a86aee5150bcb8e6db9402",,"text/xml","XML 1.0 document, UTF-8 Unicode text",,,"True",,,,,,,,,,,,,,,,,,,"http://schemas.cordys.com/webapps/1.0/bpm/c8c8b82a-0ac0-3d19-01e2-bda74af9b826",,
"nokogiri-v1.17.2 250113_182057","to/data.tar.gz-extract/ports/archives/libxml2-2.13.5.tar.xz-extract/libxml2-2.13.5/result/noent/japancrlf.xml.sax2","file","japancrlf.xml.sax2","requires-review",,"to",".sax2","782","98a1a296c060fdc2e8d63ca033277605","57c5d3d543b310004742239df0a51938f276e9eb","994c8088f7097c4cf304ee6aae77b51924ebbac96f2f04195a3881d2fc8bfc14",,"text/plain","UTF-8 Unicode text",,,"True",,,,,,,,,,,,,,,,,,,"http://schemas.cordys.com/webapps/1.0/bpm/c8c8b82a-0ac0-3d19-01e2-bda74af9b826",,
"nokogiri-v1.17.2 250113_182057","to/data.tar.gz-extract/ports/archives/libxml2-2.13.5.tar.xz-extract/libxml2-2.13.5/result/noent/ns","file","ns","requires-review",,"to",,"141","e21fb5f13d0a17811b6d16983d42d3b7","5c1c50b69371c23acc7cfd00560a0b8297e4a2e1","2ff1a681ca141ce1bb909cffb71c6ccc6604c487ed0d9b0975908286112a00ba",,"text/xml","XML 1.0 document, ASCII text","Java Server Page",,"True",,,,,,,,,,,,,,,,,,,"http://www.lysator.liu.se/~alla/dia/",,
"nokogiri-v1.17.2 250113_182057","to/data.tar.gz-extract/ports/archives/libxml2-2.13.5.tar.xz-extract/libxml2-2.13.5/result/noent/ns2","file","ns2","requires-review",,"to",,"106","7e26c2ddb9f26b4777cdc49df5c624e1","cf28348510ae86ffb8e461dc81585020209e546c","21e701ca3c80c1e48ec1564f068207115fdb1ecf9d79f9c985f15f00ed9716bd",,"text/xml","XML 1.0 document, ASCII text","Java Server Page",,"True",,,,,,,,,,,,,,,,,,,"http://www.lysator.liu.se/~alla/dia/",,
"nokogiri-v1.17.2 250113_182057","to/data.tar.gz-extract/ports/archives/libxml2-2.13.5.tar.xz-extract/libxml2-2.13.5/result/noent/ns2.sax2","file","ns2.sax2","requires-review",,"to",".sax2","293","f33157e68c920faad0cd34fca3f3dbf6","c4bc68a7d2e7fd42deb7c02301e3ce8bb64d3788","f5e851c27e1653584f5d6e45a3e44bb3f083f3e27d65eb1427bbb540b13f5abc",,"text/plain","ASCII text",,,"True",,,,,,,,,,,,,,,,,,,"http://www.lysator.liu.se/~alla/dia",,
"nokogiri-v1.17.2 250113_182057","to/data.tar.gz-extract/ports/archives/libxml2-2.13.5.tar.xz-extract/libxml2-2.13.5/result/noent/ns3","file","ns3","requires-review",,"to",,"106","7e26c2ddb9f26b4777cdc49df5c624e1","cf28348510ae86ffb8e461dc81585020209e546c","21e701ca3c80c1e48ec1564f068207115fdb1ecf9d79f9c985f15f00ed9716bd",,"text/xml","XML 1.0 document, ASCII text","Java Server Page",,"True",,,,,,,,,,,,,,,,,,,"http://www.lysator.liu.se/~alla/dia/",,
"nokogiri-v1.17.2 250113_182057","to/data.tar.gz-extract/ports/archives/libxml2-2.13.5.tar.xz-extract/libxml2-2.13.5/result/noent/ns3.sax2","file","ns3.sax2","requires-review",,"to",".sax2","293","f33157e68c920faad0cd34fca3f3dbf6","c4bc68a7d2e7fd42deb7c02301e3ce8bb64d3788","f5e851c27e1653584f5d6e45a3e44bb3f083f3e27d65eb1427bbb540b13f5abc",,"text/plain","ASCII text",,,"True",,,,,,,,,,,,,,,,,,,"http://www.lysator.liu.se/~alla/dia",,
"nokogiri-v1.17.2 250113_182057","to/data.tar.gz-extract/ports/archives/libxml2-2.13.5.tar.xz-extract/libxml2-2.13.5/result/noent/ns4","file","ns4","requires-review",,"to",,"102","ea8849b836c8b534efa10761c549860f","878356f08f838142fc384df34b3a17df61b8292a","0417e2815263347a1a3665f84b3249331ff61a9e98016eb500d30a85a83f1c87",,"text/xml","XML 1.0 document, ASCII text","Java Server Page",,"True",,,,,,,,,,,,,,,,,,,,,
"nokogiri-v1.17.2 250113_182057","to/data.tar.gz-extract/ports/archives/libxml2-2.13.5.tar.xz-extract/libxml2-2.13.5/result/noent/ns4.sax2","file","ns4.sax2","requires-review",,"to",".sax2","243","e5590ebfc9fe0b746847f97180e62d90","8fe67bd0623f1d2ecb430ec0b671f7dc9f6372a5","407eeb8f81f2107e7d217fa73bb74d68bdc1755bab4e6e127fbf4ef27d6f3c98",,"text/plain","ASCII text",,,"True",,,,,,,,,,,,,,,,,,,,,
"nokogiri-v1.17.2 250113_182057","to/data.tar.gz-extract/ports/archives/libxml2-2.13.5.tar.xz-extract/libxml2-2.13.5/result/noent/ns5","file","ns5","requires-review",,"to",,"133","1f8ae242f18c30ad2c18ef933df5a574","d26d83fede53061627341ce8d966588f4ea24031","86727ea0e99b464c111cd48757ac1a6e7b493ab1410aacc58c3322ac5369baba",,"text/xml","XML 1.0 document, ASCII text","Java Server Page",,"True",,,,,,,,,,,,,,,,,,,,,
"nokogiri-v1.17.2 250113_182057","to/data.tar.gz-extract/ports/archives/libxml2-2.13.5.tar.xz-extract/libxml2-2.13.5/result/noent/ns5.sax2","file","ns5.sax2","requires-review",,"to",".sax2","450","c5a5ab631660771c0d07a8d60153ed41","b7239740a8f9f874e88cd689392237f0d1b81cb6","f6b16b4668c2e72f38e8cc2f42db5de40962474ddc67f937c5b11666bcf4bcdd",,"text/plain","ASCII text",,,"True",,,,,,,,,,,,,,,,,,,,,
